EMPLID,Name,Term,Application Status,Major,Math - Majors 1st Math Course,Math - Majors 1st Math Code,Math - Math Placement Course,Math - Math Placement Code,Math - Math Placement Course Verified,Math - Math Placement Code Verified,Math - Math Placement Met,Math - Math Placement Met Long Description,Math - ESM 105 Eligible,Math - ESM 120 Eligible,College Coursework Exists,IMP - College Course,Math_Tests_Concatenate,Formula math_placement_2_calc_III_eligible,Formula math_placement_4_calc_II_eligible,Formula math_placement_8_calc_eligible,Formula math_placement_10_precalc_eligible,Formula math_score_exists,Application Math Category,College Math Status ERS,ELM Status ERS,HS Math GPA ERS,HS Math Units ERS,MAPE IA,MAPE PC,EAP,ACT Math,ACT Math SS,AP CALC AB,AP CALC BC,AP CSC P,AP STATS,IB AA,IB AI,Old SAT Math,SAT Math L1,SAT Math L2,SAT R Math Section,CLEP College Algebra,CLEP College Algebra/Trig,CLEP Trig,CLEP Precalc,CLEP Calc,Cambridge Math,MPAP Response,MPAP - Updated Date,IMP - Updated Date
2877,Jamie Nguyen,Fall 2025,Confirmed Completed,Animal Science,Calculus Ready with MATH 118 - Precalculus Algebra,8,Calculus III,2,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,Calculus I or higher,"Verified: AP Calculus (BC): AB Subscore - 5
Verified: AP Calculus (BC) - 5
Verified: AP Calculus (AB) - 5
Self-Reported: AP Calculus (AB) - 5",2,4,,10,Y,,0,4,,12,,,,,,5 - Verified5 - Self-Reported,5 - Verified,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/22/2025 03:05,05/16/2025 03:05
2878,Skyler Torres,Fall 2025,Confirmed Completed,Anthropology and Geography,STAT 217 - Introduction to Statistical Concepts and Methods,10,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,Calculus I or higher,"Verified: AP Calculus (AB) - 2
Verified: ACT Mathematics - 31
Verified: ACT Mathematics - 31",,4,8,10,Y,,0,C,,10,,,,31 - Verified;31 - Verified,,2 - Verified,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,07/14/2025 05:07,07/14/2025 05:07
2879,Morgan Young,Fall 2025,Confirmed,Business Administration,MATH 221 - Calculus for Business and Economics,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,Precalculus,"Verified: AP Precalculus - 4
Verified: AP Calculus (AB) - 3",,4,8,10,Y,,0,4,,12,,,,,,3 - Verified,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,06/04/2025 04:06,05/11/2025 10:05
2880,Skyler Smith,Fall 2025,Confirmed Completed,Mechanical Engineering,MATH 141 - Calculus I,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,,"Verified: AP Calculus (AB) - 5
Verified: AP Computer Science Principles - 4
Verified: ACT Mathematics - 32
Verified: ACT Mathematics - 32
Verified: ACT Mathematics - 32
Verified: ACT Mathematics - 32",,4,8,10,Y,,0,A,,12,,,,32 - Verified;32 - Verified;Self-Reported,,5 - Verified,,,,,,,,,,,,,,,,I will/have send a standardized test score or transcript to demonstrate Calculus I (MATH 141 or equivalent) eligibility by the July 15 deadline.,06/09/2025 11:06,07/02/2025 07:07
2881,Rowan Scott,Fall 2025,Confirmed Completed,Civil Engineering,MATH 141 - Calculus I,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,Calculus I or higher,"Verified: AP Calculus (AB) - 5
Verified: SATR Math Section Score - 650",,4,8,10,Y,,0,A,,12,,,,,,5 - Verified,,,,,,,,,,,,,,,,I will/have send a standardized test score or transcript to demonstrate Precalculus (MATH 118 or equivalent) or higher eligibility by the July 15 deadline.,04/17/2025 10:04,03/06/2025 01:03
2882,Logan King,Fall 2025,Confirmed Completed,Business Administration,MATH 221 - Calculus for Business and Economics,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,Calculus I or higher,"Verified: AP Calculus (AB) - 5
Verified: AP Precalculus - 5",,4,8,10,Y,,0,A,,10,,,,,,5 - Verified,,,,,,,,,,,,,,,,I will/have send a standardized test score or transcript to demonstrate Precalculus (MATH 118 or equivalent) or higher eligibility by the July 15 deadline.,04/18/2025 06:04,04/13/2025 12:04
2883,Blake Brown,Fall 2025,Confirmed Completed,Environmental Engineering,MATH 141 - Calculus I,8,Calculus III,2,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,,"Verified: SATR Math Section Score - 750
Verified: IB Analysis and Approaches Higher Level - 7
Self-Reported: IB Applications and Interpretations Higher Level - 7",2,4,8,10,Y,,0,S,,6,,,,,,,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/25/2025 01:05,05/04/2025 03:05
2884,Finley Young,Fall 2025,Confirmed Completed,Industrial Technology and Packaging,MATH 221 - Calculus for Business and Economics,8,Calculus I or Equivalent,8,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,College Algebra,Verified: AP Computer Science Principles - 2,,,8,10,Y,,0,4,,10,,,,,,,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/12/2025 11:05,04/24/2025 12:04
2885,Taylor Rivera,Fall 2025,Confirmed Completed,Journalism,STAT 130 - Introduction to Statistical Reasoning OR STAT 217 - Introduction to Statistical Concepts and Methods OR STAT 218 Applied Statistics for the Life Sciences OR STAT 251 - Statistical Inference for Management I,10,Calculus I or Equivalent,8,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,Precalculus,"Verified: SATR Math Section Score - 620
Verified: SATR Math Section Score - 590",,,8,10,Y,,0,4,,8,,,,,,,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,07/11/2025 04:07,06/26/2025 09:06
2886,Jordan Clark,Fall 2025,Confirmed,Plant Sciences,Calculus Ready with MATH 118 - Precalculus Algebra,8,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,N,Does Not Meet Placement,Y,Y,Y,,,,,,10,N,,0,4,,8,,,,,,,,,,,,,,,,,,,,,,I will take the MAPE remotely before August 31 (it is strongly advised that students complete the exam before July 10).,05/01/2025 11:05,03/17/2025 03:03
2887,Riley Scott,Fall 2025,Confirmed Completed,Microbiology,MATH 161 - Calculus for the Life Sciences I,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,Calculus I or higher,Verified: AP Calculus (AB) - 3,,4,,10,Y,,0,A,,10,,,,,,3 - Verified,,,,,,,,,,,,,,,,,,05/07/2025 12:05
2888,Morgan King,Fall 2025,Confirmed Completed,Political Science,STAT 217 - Introduction to Statistical Concepts and Methods,10,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,Calculus I or higher,,,4,,10,N,,0,4,,11,,,,,,,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,06/13/2025 04:06,05/31/2025 07:05
2889,Dakota Clark,Summer 2025,Confirmed,Architectural Engineering,MATH 141 - Calculus I,8,Calculus III,2,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,,"Verified: AP Precalculus - 3
Self-Reported: AP Calculus (AB) - 5
Self-Reported: AP Calculus (BC) - 4
Self-Reported: AP Statistics - 2
Self-Reported: AP Calculus (BC): AB Subscore - 1
Verified: ACT Mathematics - 20
Self-Reported: ACT Mathematics - 21
Self-Reported: ACT Mathematics - 26
Verified: SATR Math Section Score - 800
Self-Reported: Cam Math - 451
Self-Reported: CLEP Algebra - 32
Self-Reported: CLEP College Algebra-Trigonometry - 35
Self-Reported: CLEP Calculus-Elementary Functions - 37
Self-Reported: CLEP Calculus-Analytic Geometry - 39
Self-Reported: CLEP Statistics - 54",2,4,8,10,Y,,,,,,,,,20 - Verified;21 - Self-Reported;26 - Self-Reported,,5 - Self-Reported,4 - Self-Reported,,2 - Self-Reported,,,,,,,,,,,,,I will/have send a standardized test score or transcript to demonstrate Precalculus (MATH 118 or equivalent) or higher eligibility by the July 15 deadline.,06/26/2024 05:06,
2890,Rowan Martinez,Fall 2025,Confirmed Completed,Animal Science,Calculus Ready with MATH 118 - Precalculus Algebra,8,Calculus III,2,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,Statistics,"Verified: AP Calculus (BC): AB Subscore - 4
Verified: AP Calculus (BC) - 3",2,4,8,10,Y,,0,A,,10,,,,,,,3 - Verified,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/08/2025 12:05,04/18/2025 03:04
2891,Casey Smith,Fall 2025,Confirmed Completed,Psychology,STAT 217 - Introduction to Statistical Concepts and Methods,10,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,Y,N,Y,,Verified: AP Statistics - 4,,,,10,Y,,0,A,,10,,,,,,,,,4 - Verified,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/27/2025 01:05,05/01/2025 06:05
2892,Alex Young,Summer 2025,Confirmed,Mechanical Engineering,MATH 141 - Calculus I,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,,"Verified: AP Calculus (AB) - 4
Verified: AP Precalculus - 4",,4,8,10,Y,,0,A,,10,,,,,,4 - Verified,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the August 31 deadline.,07/03/2025 01:07,07/03/2025 01:07
2893,Jamie Young,Summer 2025,Confirmed,Landscape Architecture,MATH 118 - Precalculus Algebra,10,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,,Verified: AP Calculus (AB) - 3,,4,,10,Y,,0,A,,10,,,,,,3 - Verified,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the August 31 deadline.,07/09/2025 01:07,07/07/2025 01:07
2894,Cameron Scott,Fall 2025,Confirmed Completed,Biomedical Engineering,MATH 141 - Calculus I,8,Calculus I or Equivalent,8,MATH 115 - Stretch Precalculus Algebra I,16,Y,Placement Verified w/Final Documentation,N,N,,,"Verified: ACT Mathematics - 21
Verified: SATR Math Section Score - 640",,,8,10,Y,,0,4,,10,,,,21 - Verified;Self-Reported,,,,,,,,,,,,,,,,,,I will/have send a standardized test score or transcript to demonstrate Calculus I (MATH 141 or equivalent) eligibility by the July 15 deadline.,06/10/2025 07:06,05/15/2025 01:05
2895,Dakota Davis,Fall 2025,Confirmed,Business Administration,MATH 221 - Calculus for Business and Economics,8,Calculus I or Equivalent,8,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,,"Verified: AP Calculus (AB) - 2
Verified: AP Computer Science (A) - 1
Verified: AP Statistics - 1
Verified: ACT Mathematics - 28
Verified: ACT Mathematics - 28",,,8,10,Y,,0,C,,10,,,,28 - Verified;28 - Verified;Self-Reported,,2 - Verified,,,1 - Verified,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,07/07/2025 08:07,07/14/2025 09:07
2896,Riley Brown,Fall 2025,Confirmed Completed,Mechanical Engineering,MATH 141 - Calculus I,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,,"Verified: AP Calculus (AB) - 5
Verified: AP Calculus (BC): AB Subscore - 4
Verified: AP Computer Science Principles - 3
Verified: AP Calculus (BC) - 2
Verified: SATR Math Section Score - 660",,4,8,10,Y,,0,A,,14,,,,,,5 - Verified,2 - Verified,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,06/03/2025 11:06,06/03/2025 10:06
2897,Casey Torres,Fall 2025,Confirmed,Architecture,MATH 141 - Calculus I,8,Calculus I or Equivalent,8,MATH 115 - Stretch Precalculus Algebra I,16,Y,Placement Verified w/Final Documentation,N,N,Y,Precalculus,Verified: SATR Math Section Score - 590,,,8,10,Y,,0,4,,14,,Verified,,,,,,,,,,,,,,,,,,,,,,06/06/2025 01:06
2898,Riley Hernandez,Fall 2025,Confirmed Completed,Mechanical Engineering,MATH 141 - Calculus I,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,Calculus I or higher,Verified: AP Calculus (AB) - 4,,4,8,10,Y,,0,A,,10,,,,,,4 - Verified,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,06/14/2025 01:06,07/06/2025 09:07
2899,Jules Smith,Fall 2025,Confirmed Completed,Civil Engineering,MATH 141 - Calculus I,8,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,N,Does Not Meet Placement,Y,Y,Y,,,,,8,10,N,,0,4,,10,,Verified,,,,,,,,,,,,,,,,,,,,I will take the MAPE remotely before August 31 (it is strongly advised that students complete the exam before July 10).,04/30/2025 11:04,04/22/2025 10:04
2900,Elliot Clark,Fall 2025,Confirmed,Sociology,STAT 217 - Introduction to Statistical Concepts and Methods,10,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,Y,N,Y,Statistics,,,,,10,N,,0,4,,11,,,,,,,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/26/2025 06:05,05/15/2025 06:05
2901,Jordan Hall,Fall 2025,Confirmed Completed,BioResource and Agricultural Engineering,MATH 141 - Calculus I,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,,"Verified: AP Precalculus - 4
Verified: AP Calculus (AB) - 3",,4,8,10,Y,,0,A,,10,,,,,,3 - Verified,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/06/2025 12:05,05/04/2025 07:05
2902,Reese Baker,Fall 2025,Confirmed Completed,Psychology,STAT 217 - Introduction to Statistical Concepts and Methods,10,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,Y,Placement Verified w/Final Documentation,Y,N,Y,Statistics,,,,,10,N,,0,4,,12,,,,,,,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/15/2025 04:05,03/15/2025 01:03
2903,Quinn Lopez,Fall 2025,Confirmed Completed,Computer Science,MATH 141 - Calculus I,8,Calculus III,2,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,,"Verified: AP Calculus (BC): AB Subscore - 5
Verified: AP Calculus (BC) - 5
Verified: AP Statistics - 2",2,4,8,10,Y,,0,A,,14,,,,,,,5 - Verified,,2 - Verified,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/20/2025 01:05,05/20/2025 11:05
2904,Skyler Davis,Fall 2025,Confirmed Completed,Mechanical Engineering,MATH 141 - Calculus I,8,Calculus III,2,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,Calculus I or higher,"Verified: AP Calculus (BC) - 5
Verified: AP Computer Science (A) - 5
Verified: AP Calculus (BC): AB Subscore - 5
Verified: AP Computer Science Principles - 4
Verified: SATR Math Section Score - 790",2,4,8,10,Y,,0,A,,16,,,,,,,5 - Verified,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,06/04/2025 03:06,05/08/2025 12:05
2905,Alex Torres,Fall 2025,Confirmed Completed,Construction Management,MATH 141 - Calculus I,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,Calculus I or higher,,,4,,10,N,,0,4,,10,,,,,,,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,06/24/2025 04:06,05/30/2025 08:05
2906,Cameron Baker,Fall 2025,Confirmed,Communication Studies,STAT 217 - Introduction to Statistical Concepts and Methods,10,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,Y,Placement Verified w/Final Documentation,Y,N,Y,Statistics,,,,,10,N,,0,4,,8,,,,,,,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/03/2025 04:05,04/28/2025 10:04
2907,Riley Brown,Fall 2025,Confirmed Completed,Architecture,MATH 141 - Calculus I,8,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,N,Does Not Meet Placement,Y,Y,,,Verified: AP Computer Science Principles - 4,,,,10,Y,,0,4,,10,,Verified,,,,,,,,,,,,,,,,,,,,I will take the MAPE remotely before August 31 (it is strongly advised that students complete the exam before July 10).,04/29/2025 12:04,04/26/2025 03:04
2908,Dakota Lopez,Fall 2025,Confirmed,Architecture,MATH 141 - Calculus I,8,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,N,Does Not Meet Placement,Y,Y,Y,,Verified: AP Calculus (AB) - 2,,,,10,Y,,0,4,,10,,,,,,2 - Verified,,,,,,,,,,,,,,,,I will/have send a standardized test score or transcript to demonstrate Calculus I (MATH 141 or equivalent) eligibility by the July 15 deadline.,05/05/2025 04:05,05/01/2025 02:05
2909,Riley Rivera,Fall 2025,Confirmed Completed,Biological Sciences,MATH 161 - Calculus for the Life Sciences I,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,Calculus I or higher,,,4,,10,N,,0,4,,8,,,,,,,,,,,,,,,,,,,,,,I will/have send a standardized test score or transcript to demonstrate Calculus I (MATH 141 or equivalent) eligibility by the July 15 deadline.,05/19/2025 10:05,05/19/2025 10:05
2910,Cameron Hall,Fall 2025,Confirmed,Computer Science,MATH 141 - Calculus I,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,Calculus I or higher,Verified: ACT Mathematics - 23,,4,,10,Y,,0,4,,12,,,,23 - Verified,,,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,04/25/2025 03:04,03/28/2025 09:03
2911,Jordan Lee,Fall 2025,Confirmed Completed,Biological Sciences,MATH 161 - Calculus for the Life Sciences I,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,Calculus I or higher,,,4,8,,N,,0,Z,,14,,,,,,,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/05/2025 12:05,05/01/2025 01:05
2912,Jordan Scott,Fall 2025,Confirmed Completed,Nutrition,Calculus Ready with MATH 118 - Precalculus Algebra,8,Calculus III,2,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,Calculus I or higher,"Verified: AP Calculus (BC): AB Subscore - 5
Verified: AP Calculus (BC) - 5
Verified: AP Calculus (AB) - 5",2,4,8,10,Y,,0,A,,10,,,,,,5 - Verified,5 - Verified,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/12/2025 09:05,03/28/2025 01:03
2913,Jordan Davis,Fall 2025,Confirmed,Mechanical Engineering,MATH 141 - Calculus I,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,Calculus I or higher,Verified: SATR Math Section Score - 730,,4,8,10,Y,,0,S,,12,,,,,,,,,,,,,,,,,,,,,,I will/have send a standardized test score or transcript to demonstrate Precalculus (MATH 118 or equivalent) or higher eligibility by the July 15 deadline.,04/20/2025 05:04,06/06/2025 04:06
